Publication Number,Application Number,Disclosure-Information ,Specification,Responsible Working Group,CT WG 4,SA 2,RAN 3,RAN 2,RAN 5,RAN 6,SA 6,SA 5,CT WG 3,CT WG 1,RAN 4,SA 1,RAN 1,SA 3,CT WG 6,SA 4
EP2070241B1,EP2007825156A,ISLD : ISLD-201809-283 Disc : 6 Project : 5G Standard : TS 36.213|TS 36.212 Version : 15.1.0|15.1.0 Section : 10.1|10.1.2.1|7.1.6|8.1.1|5.2.2|5.2.2.6|5.2.2.7 Disclosure-Date : 09/14/18,TS 36.213|TS 36.212,RAN 1|RAN 1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
KR1964543B1,KR20177030209A,ISLD : ISLD-201809-320 Disc : 3 Project : 5G Standard : TS 38.331|TS 38.321|TS 38.300 Version : 15.2.0|15.2.0|15.2.0 Section : || Disclosure-Date : 09/15/18,TS 38.331|TS 38.321|TS 38.300,RAN 2|RAN 2|RAN 2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
EP3522447A1,EP2019159911A,ISLD : ISLD-201810-013 Disc : 3 Project : 5G Standard : TS 36.300|TS 36.413 Version : 15.1.0|15.1.0 Section : 19.2.2.8|8.7.3 Disclosure-Date : 10/04/18,TS 36.300|TS 36.413,RAN 2|RAN 3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
EP3484214A4,EP2017826926A,ISLD : ISLD-201810-033 Disc : 22 Project : 5G Standard : TS 38.331|TS 38.213|TS 36.212|TS 38.211|TS 38.214 Version : |||| Section : |||| Disclosure-Date : 10/24/18,TS 38.331|TS 38.213|TS 36.212|TS 38.211|TS 38.214,RAN 2|RAN 1|RAN 1|RAN 1|RAN 1,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0
EP3520551A1,EP2017784465A,"ISLD : ISLD-201811-005 Disc : 24 Project : 3GPP Release-15 Standard : TS 36.331|TS 37.340 Version : 15.1.0|15.1.0 Section : 5.3.5.3,5.3.5.6.1,5.3.5.6.2|4.2.2,10.2.1 Disclosure-Date : 04/02/19",TS 36.331|TS 37.340,RAN 2|RAN 2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
EP3520272A1,EP2017781314A,"ISLD : ISLD-201811-005 Disc : 26 Project : 3GPP Release-15 Standard : TS 38.211|TS 38.212|TS 38.213|TS 38.214 Version : 15.0.0|15.0.0|15.0.0|15.0.0 Section : 4.3,4.3.2|7.3.1.2.1,7.3.1.2.2|9.2.3,11.1|5.1 Disclosure-Date : 04/02/19",TS 38.211|TS 38.212|TS 38.213|TS 38.214,RAN 1|RAN 1|RAN 1|RAN 1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
EP3522639A1,EP2017855633A,"ISLD : ISLD-201811-005 Disc : 98 Project : 3GPP Release-15 Standard : TS 38.321|TS 38.331|TS 38.211 Version : 15.1.0|15.0.0|15.0.0 Section : 5.1.1,5.1.3|5.2.2.1,5.2.2.3.1,6.2.2|7.4.3.1 Disclosure-Date : 04/02/19",TS 38.321|TS 38.331|TS 38.211,RAN 2|RAN 2|RAN 1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0
EP3522405A1,EP2017856779A,ISLD : ISLD-201812-009 Disc : 28 Project :  Standard : TS 38.213|TS 38.211|TS 38.331 Version : ||15.0.0 Section : || Disclosure-Date : 12/19/18,TS 38.213|TS 38.211|TS 38.331,RAN 1|RAN 1|RAN 2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
EP3520535A1,EP2017856905A,ISLD : ISLD-201902-012 Disc : 19 Project : 3GPP 5G NR Standard : TS 38.213|TS 38.212|TS 38.211 Version : || Section : 8|5|4|5 Disclosure-Date : 02/28/19,TS 38.213|TS 38.212|TS 38.211,RAN 1|RAN 1|RAN 1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
EP3487220A3,EP2018214257A,ISLD : ISLD-201903-014 Disc : 50 Project : 3GPP NR Rel 15 Standard : TS 36.423|TS 36.423|TS 37.340|TS 37.340 Version : 15.4.0|15.4.0|15.4.0|15.4.0 Section : 8.2.2.1|8.2.2.2||10.5.1|3.1|4.1.1| Disclosure-Date : 03/29/19,TS 36.423|TS 36.423|TS 37.340|TS 37.340,RAN 3|RAN 3|RAN 2|RAN 2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
EP3520525A1,EP2017867454A,ISLD : ISLD-201906-009 Disc : 18 Project : 3GPP 5G NR Standard : TS 38.321|TS 38.331|TS 38.213 Version : 15.3.0|15.3.0|15.3.0 Section : || Disclosure-Date : 06/20/19,TS 38.321|TS 38.331|TS 38.213,RAN 2|RAN 2|RAN 1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0
EP3522654A1,EP2017856407A,ISLD : ISLD-201907-035 Disc : 103 Project : 3GPP-Release-15 Standard : TS 38.214|TS 38.331|TS 38.331|TS 38.212|TS 38.214|TS 38.212 Version : 15.4.0|15.4.0|15.4.0|15.4.0|15.4.0|15.4.0 Section : Section5.1.4.1|Section6.3.2||||Section7.3.1.2.2 Disclosure-Date : 07/24/19,TS 38.214|TS 38.331|TS 38.331|TS 38.212|TS 38.214|TS 38.212,RAN 1|RAN 2|RAN 2|RAN 1|RAN 1|RAN 1,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0
US10374769B2,US15559991A,ISLD : ISLD-201712-054 Disc : 2 Project : 3GPP 5G NR Standard : TS 38.201|TS 38.212|TS 38.211|TS 38.213 Version : ||| Section : ||| Disclosure-Date : 12/28/17,TS 38.201|TS 38.212|TS 38.211|TS 38.213,RAN 1|RAN 1|RAN 1|RAN 1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
US10375609B2,US16047271A,ISLD : ISLD-201712-073 Disc : 10 Project : SECURITY Standard : TS 33.401|TS 33.501 Version : 15.1.0|15.0.0 Section : Annex E|8.1.2 Disclosure-Date : 12/22/17,TS 33.401|TS 33.501,SA 3|SA 3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
US10375676B2,US14398236A,"ISLD : ISLD-201809-213 Disc : 13 Project : 5G Standard : TS 38.306|TS 38.214|TS 38.300 Version : 15.2.0|15.2.0|15.2.0 Section : || Disclosure-Date : 09/12/18
ISLD : ISLD-201809-221 Disc : 9 Project : 5G Standard : TS 38.213 Version : 15.2.0 Section :  Disclosure-Date : 09/13/18",TS 38.306|TS 38.214|TS 38.300,RAN 2|RAN 1|RAN 2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0
US10374774B2,US14475797A,"ISLD : ISLD-201809-264 Disc : 9 Project : 5G Standard : TS 36.331|TS 36.213|TS 36.212 Version : 15.0.0|15.0.0|15.0.0 Section : 6.3.2|10.1.3.1|7.3.2|5.2.26 Disclosure-Date : 09/14/18
ISLD : ISLD-201809-293 Disc : 1 Project : 5G Standard : TS 38.213|TS 38.214|TS 38.211 Version : 15.2.0|15.2.0|15.2.0 Section : || Disclosure-Date : 09/14/18",TS 36.331|TS 36.213|TS 36.212,RAN 2|RAN 1|RAN 1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
US10374678B2,US15752106A,"ISLD : ISLD-201907-037 Disc : 5 Project : 3GPP 5G NR Standard : TS 38.300|TS 38.331|TS 38.213 Version : 15.6.0|15.6.0|15.6.0 Section : || Disclosure-Date : 07/24/19
ISLD : ISLD-201907-046 Disc : 152 Project : LTE Advanced Pro/5G Standard : TS 38.331|TS 38.213|TS 36.331|TS 36.213 Version : ||| Section : ||| Disclosure-Date : 07/31/19",TS 38.300|TS 38.331|TS 38.213,RAN 2|RAN 2|RAN 1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0
US10375751B2,US15241860A,"ISLD : ISLD-201907-037 Disc : 6 Project : 3GPP 5G NR Standard : TS 38.300|TS 38.331|TS 38.323 Version : 15.6.0|15.6.0|15.6.0 Section : || Disclosure-Date : 07/24/19
ISLD : ISLD-201907-046 Disc : 87 Project : LTE Advanced Pro/5G Standard : TS 38.300|TS 38.331|TS 36.331|TS 36.300 Version : ||| Section : ||| Disclosure-Date : 07/31/19",TS 38.300|TS 38.331|TS 38.323,RAN 2|RAN 2|RAN 2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
CN110087286A,CN201811505616A,ISLD : ISLD-201802-006 Disc : 348 Project : 3GPP NR Rel 15 Standard : TS 38.331|TS 38.211|TS 38.300|TS 38.215 Version : 15.0.0||15.0.0| Section : ||| Disclosure-Date : 02/20/18,TS 38.331|TS 38.211|TS 38.300|TS 38.215,RAN 2|RAN 1|RAN 2|RAN 1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0
CN104205997B,CN201280072137A,"ISLD : ISLD-201810-067 Disc : 10 Project : 5G Standard : TS 28.628|TS 28.628 Version : 15.0.0|15.0.0 Section : 4.2.4,4.3.4,4.3.5,4.7.1,4.7.4| Disclosure-Date : 10/24/18",TS 28.628|TS 28.628,SA 5|SA 5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
